Description,TotalSalesDollars,TotalSalesQuantity,TotalPurchaseDollars,TotalPurchaseQuantity,GrossProfit,ProfitMargin,TargetBrand
Ch Doisy-Daene Sauternes 11,419.86,14.0,60.39,3,359.47,85.61663411613395,Yes
Ch Donjon Minervois Rose,1279.2,80.0,127.92,12,1151.28,89.99999999999999,No
Ch Ducru Beaucaillau St-Juli,3233.79,21.0,1805.4,17,1428.3899999999999,44.17077175697865,No
Ch Ducru Beaucaillou 11 Jul,1499.9,10.0,296.04,3,1203.8600000000001,80.26268417894526,No
Ch Ducru Beaucaillou 12 St J,3564.7700000000004,23.0,1215.6,12,2349.1700000000005,65.89962325760148,No
Ch Ducru Beaucallou 10,7199.82,18.0,1315.75,5,5884.07,81.72523757538383,No
Ch Dupray St-Emilion,2098.95,105.0,1015.92,83,1083.0299999999997,51.59865647109269,No
Ch Fage Graves de Vayres,12169.85,1015.0,8182.72,1124,3987.13,32.76235943746225,No
Ch Floreal Laguens Brdx,3761.3,270.0,719.1,90,3042.2000000000003,80.88161008162072,No
Ch Fonroque St Emilion 10,103.98,2.0,33.76,1,70.22,67.53221773417964,Yes
Ch Fontenil Fronsac 10,899.8,20.0,336.71,11,563.0899999999999,62.579462102689476,No
Ch Fougere La Noble Rouge,4550.42,358.0,1921.3899999999999,271,2629.03,57.77554599355664,No
Ch Francs Brdx CdFrancs,12317.75,725.0,6149.0,550,6168.75,50.08016886200808,No
Ch Fugue de Nenin 09,173.94,6.0,78.36,4,95.58,54.949982752673336,No
Ch Fuisse Pouilly Fuisse 12,1399.72,28.0,34.24,1,1365.48,97.55379647358043,No
Ch Fuisse Pouilly Fuisse Les,809.85,15.0,223.38,6,586.47,72.4171142804223,No
Ch Fuisse Pouilly Fuisse Tet,6010.33,167.0,471.58,19,5538.75,92.1538418023636,No
Ch Gassier Espirit CdProvenc,14445.97,803.0,10122.48,827,4323.49,29.928692915740513,No
Ch Gassier Pas du Moine Vict,8851.15,385.0,6646.5,422,2204.6499999999996,24.9080627941002,No
Ch Giscours 10,1393.83,17.0,108.6,2,1285.23,92.20851897290201,No
Ch Giscours Margaux 06,1924.45,55.0,559.92,24,1364.5300000000002,70.90493387721169,No
Ch Giscours Margaux 07,1799.7,30.0,1470.01,37,329.69000000000005,18.319164305161976,No
Ch Giscours Margaux 11 Gr Cr,1023.84,16.0,210.5,5,813.34,79.4401468979528,No
Ch Giscours Margaux 12,10228.35,165.0,1712.76,42,8515.59,83.25477716347211,No
Ch Gloria St Julien 12,1907.47,53.0,282.24,12,1625.23,85.20343701342617,No
Ch Godeau St Emilion 10 Cru,125.97,3.0,28.76,1,97.21,77.16916726204651,Yes
Ch Grand Leoville 10 Brdx,8459.82,18.0,5046.88,16,3412.9399999999996,40.34293873864928,No
Ch Grand Puy-Lacoste 12 Paul,1349.82,18.0,49.66,1,1300.1599999999999,96.32099094694107,No
Ch Grand Renom Brdx Bl 14,14807.65,1235.0,9941.75,1235,4865.9,32.860717264386984,No
Ch Graves de Pez St Estephe,4738.42,158.0,244.8,12,4493.62,94.83372094495634,No
Ch Graville Lacoste Graves,23793.39,1461.0,17451.98,1561,6341.41,26.65198191598591,No
Ch Greysac,82308.23999999999,4676.0,55272.0,4700,27036.23999999999,32.84754964994999,No
Ch Gruaud Larose 11 St Julin,2719.66,34.0,602.69,11,2116.97,77.83950935043352,No
Ch Guiraud Sauternes 10,2855.66,34.0,1035.54,18,1820.12,63.73727964813738,No
Ch Haut Bages Liberal Paulic,741.86,14.0,108.87,3,632.99,85.32472434151997,No
Ch Haut Bailey 10 Brdx,1979.91,9.0,455.16,3,1524.75,77.01107626104216,No
Ch Haut Bailly Pessac-Leogan,1623.8600000000001,14.0,239.97,3,1383.89,85.22224822336901,No
Ch Haut Beausejour 11 Esteph,809.6999999999999,30.0,53.97,3,755.7299999999999,93.33456835865135,No
Ch Haut Branda Brdx Rouge,298.73,27.0,221.76,36,76.97000000000003,25.765741639607683,No
Ch Haut Brion 10,29899.77,23.0,14350.55,17,15549.220000000001,52.004480302022394,No
Ch Haut Brion Pessac-Leognan,2279.97,3.0,1551.0,3,728.9699999999998,31.972789115646254,No
Ch Haut Gravet Saint-Emillon,7798.05,195.0,129.85,5,7668.2,98.33484012028649,No
Ch Haut Marbuzet St Estephe,1080.77,23.0,181.92,6,898.85,83.16755646437262,No
Ch Haut Piquat 09,626.67,33.0,26.02,2,600.65,95.84789442609349,No
Ch Haut-Bailly 09 Pessac Brd,2526.8100000000004,19.0,86.36,1,2440.4500000000003,96.58225193029946,No
Ch Haut-Bailly 10,4759.72,28.0,1837.76,16,2921.96,61.38932542250384,No
Ch Haut-Brion Pessac 09 Brdx,3599.96,4.0,1824.3,3,1775.66,49.32443693818821,No
Ch Haut-BrionPessac-Leo Gr C,299.99,1.0,193.54,1,106.45000000000002,35.484516150538354,No
Ch Haut-Robert 10,3494.82,318.0,346.86,47,3147.96,90.0750253231926,No
Ch Hermitage Mazeyres Pomerl,332.91,9.0,288.24,12,44.670000000000016,13.41804091195819,No
Ch Hyot Brdx Castillon,43333.340000000004,2766.0,34671.52,3376,8661.820000000007,19.988812309413508,No
Ch Hyot Castillon Brdx,629.82,18.0,47.94,2,581.8800000000001,92.38830141945319,No
Ch Jean De Gue Lalande 10,386.91,9.0,146.2,5,240.71000000000004,62.21343464888476,No
Ch Jean de Gue Lalande de Po,3759.06,94.0,941.04,36,2818.02,74.96608194601842,No
Ch Julien Royalty Red,63.48,12.0,41.28,12,22.199999999999996,34.97164461247637,No
Ch L'Eglise Clinet 10,2096.97,3.0,1426.5,3,670.4699999999998,31.973275726405237,No
Ch L'Englise Clinet St Emiln,947.94,6.0,615.54,6,332.4000000000001,35.06551047534655,No
Ch La Bouree Castillion Brdx,2216.7999999999997,120.0,786.87,63,1429.9299999999998,64.50424034644533,No
Ch La Cardone Medoc 09,2858.5699999999997,143.0,448.8,33,2409.7699999999995,84.2998422288067,No
Ch La Croix Lartigue 09,3937.9900000000002,101.0,25.15,1,3912.84,99.36134931779918,No
Ch La Croix de Beaucailou 10,2944.69,31.0,64.18,1,2880.51,97.82048365023144,No
Ch La Croix du Duc Brdx,505.54,46.0,351.56,47,153.98000000000002,30.458519602800965,No
Ch La Dom St Emil Gr Cru 09,334.95,5.0,89.32,2,245.63,73.33333333333334,Yes
Ch La Fleur Patris-Querre 09,493.81,19.0,17.8,1,476.01,96.39537473927219,Yes
Ch La Gordonne Chapelle Rose,167.94,6.0,18.91,1,149.03,88.74002619983328,Yes
Ch La Gordonne Rose,23704.309999999998,1469.0,16556.03,1501,7148.279999999999,30.156034915169432,No
Ch La Gr Metaine Entre Mers,10407.95,805.0,7972.32,977,2435.630000000001,23.401630484389347,No
Ch La Louviere Pssc-Leg Roug,727.72,28.0,226.72,13,501.0,68.84516022646072,No
Ch La Mission 09 Blanc Pessc,15199.81,19.0,9869.93,19,5329.879999999999,35.06543831797897,No
Ch La Mission 09 HB Pessac,10399.869999999999,13.0,6274.44,12,4125.429999999999,39.66809200499621,No
Ch La Mission 12 Haut Brion,4979.85,15.0,2691.84,12,2288.01,45.94535979999398,No
Ch La Mission Haut Brion 07,3647.84,16.0,2342.4,15,1305.44,35.78665730953112,No
Ch La Mission Haut Brion 10,9849.5,50.0,6030.45,45,3819.05,38.77404944413422,No
Ch La Mission Haut Brion 11,1759.96,4.0,1197.24,4,562.72,31.97345394213505,No
Ch La Mission Haut Brion P-L,3149.9300000000003,7.0,2086.0699999999997,7,1063.8600000000006,33.774083868530425,No
Ch La Mission Haut-Brion 10,32999.7,30.0,21849.18,29,11150.519999999997,33.78976172510659,No
Ch La Mondot 10,1283.97,3.0,867.54,3,416.43000000000006,32.43300077104605,No
Ch La Mondotte 09 St Emilion,1479.96,4.0,739.98,3,739.98,50.0,No
Ch La Rousseliere St Estephe,36747.55,245.0,24832.5,250,11915.050000000003,32.42406636632919,No
Ch LaGrange 10 Brdx,5511.48,52.0,435.6,6,5075.879999999999,92.09649676674867,No
Ch Lacoste-Borie Pauillac 10,644.85,15.0,171.96,6,472.89,73.33333333333333,No
Ch Lafaurie-Peyragey Saut 10,4454.45,55.0,1619.7,30,2834.75,63.638608582428816,No
Ch Lafite Rothschild 10 Brdx,19199.88,12.0,11034.400000000001,10,8165.48,42.52880747171336,No
Ch Lafite Rothschild 12,9749.85,15.0,2689.62,6,7060.2300000000005,72.41372944199142,No
Ch Lafitite Rothschild Pa 11,8549.91,9.0,1912.74,3,6637.17,77.62853644073446,No
Ch Lafon-Rochet St Estphe 10,4730.43,57.0,1980.98,37,2749.4500000000003,58.12262310191674,No
Ch Lagrange 10,1063.86,14.0,51.0,1,1012.8599999999999,95.20613614573345,No
Ch Lalande Boire 10 Brdx,2015.52,48.0,109.08,4,1906.44,94.58799714217672,No
Ch Lalande Borie 11 Julien,1471.54,46.0,268.32,13,1203.22,81.76604101825299,No
Ch Lamothe de Haux Brdx Wh,20154.56,1344.0,12585.78,1377,7568.780000000001,37.55368512138196,No
Ch Lancyre Languedoc Rose,11507.939999999999,606.0,7569.7,590,3938.239999999999,34.22193720161905,No
Ch Langoa Barton St Julien,1563.77,23.0,410.67,9,1153.1,73.73846537534293,No
Ch Larose Trintaudon 09,18640.23,777.0,12461.4,805,6178.83,33.14782060092607,No
Ch Lascombes 10 Brdx,2879.84,16.0,1328.8,11,1551.0400000000002,53.85854769709428,No
Ch Lassegue 05 GC St Emilion,4166.57,43.0,682.88,11,3483.6899999999996,83.61049976359452,No
Ch Lassegue 07 St Emilion AC,2837.42,58.0,720.59,23,2116.83,74.60404169985408,No
Ch Le Bon Pasteur 10 Brdx,1624.87,13.0,838.9,10,785.9699999999999,48.37125431572987,No
Ch Le Gay Pomerol,6399.36,64.0,1486.3200000000002,22,4913.039999999999,76.77392739273927,No
Ch Le Petite Mouton 12 Pauil,3509.7400000000002,26.0,554.76,6,2954.9800000000005,84.19370095790572,No
Ch Leoville Barton 10 St Jul,4159.68,32.0,339.84,4,3819.84,91.83014078005999,No
Ch Leoville Barton 12 St Jul,10898.91,109.0,2921.85,45,7977.0599999999995,73.19135583283098,No
Ch Leoville Barton St Julien,3254.6499999999996,35.0,179.97,3,3074.68,94.47037315840413,No
Ch Leoville Las Cases 11 Jul,1999.9,10.0,399.99,3,1599.91,79.99949997499876,No
Ch Leoville Las Cases St-Jul,1639.92,8.0,674.3,5,965.6200000000001,58.88214059222402,No
Ch Leoville-Barton Gr Cru 09,3959.76,24.0,2171.0,20,1788.7600000000002,45.17344485524376,No
Ch Les Carruades 11 Lafitte,4179.81,19.0,142.85,1,4036.9600000000005,96.58238053882833,No
Ch Les Flefs de LaGrange 10,494.89,11.0,205.87,7,289.02,58.40085675604679,No
Ch Les Granges Brdx,3399.37,363.0,227.92000000000002,37,3171.45,93.29522823346679,No
Ch Les Ormes Saint-Julien,6668.85,115.0,1036.8,27,5632.05,84.4530916124969,No
Ch Lestiac Cotes de Bordeaux,9.49,1.0,6.16,1,3.33,35.08956796628029,No
Ch Lilian 09 Ladouys St Este,665.82,18.0,190.88,8,474.94000000000005,71.33159112072333,No
Ch Lynch Bages 12 Pauillac,19078.41,159.0,2493.44,32,16584.97,86.93056706507514,No
Ch Lynch Bages Paulliac 11,9799.300000000001,70.0,556.26,6,9243.04,94.32347208474074,No
Ch Lynch Moussas Pauilac,1079.7,30.0,162.54,7,917.1600000000001,84.94581828285635,No
Ch M Vert Lussac St Emilion,73899.59,5341.0,44402.24,5092,29497.35,39.91544472709524,No
Ch Macard Brdx Superieur,80436.34,5366.0,58121.14,5621,22315.199999999997,27.742684463266226,No
Ch Magdelaine 10 St Emilion,3739.66,34.0,455.16,6,3284.5,87.82884005497826,No
Ch Magrez Fombrauge 09,4419.66,34.0,2670.9,30,1748.7599999999998,39.56774955539566,No
Ch Maine d'Arman Cote Bourg,3867.04,316.0,2938.64,337,928.4000000000001,24.008026811204438,No
Ch Malartic Lagravier 12 RG,6248.75,125.0,856.0,25,5392.75,86.30126025205041,No
Ch Malartic-Lagraviere 10,245.97,3.0,158.7,3,87.27000000000001,35.47993657763142,No
Ch Malartic-Lagraviere Rouge,235.96,4.0,77.62,2,158.34,67.10459399898288,Yes
Ch Margaux 12 Margaux,4769.91,9.0,3605.3999999999996,10,1164.5100000000002,24.41366818241854,No
Ch Marquis d'Alesme,443.88,12.0,301.92,12,141.95999999999998,31.981616653149498,No
Ch Marquis de Terme 12 Mrgx,3338.37,63.0,465.40000000000003,13,2872.97,86.05906475315798,No
Ch Martinon Brdx Rouge,3637.69,331.0,2389.33,337,1248.3600000000001,34.31738273464754,No
Ch Massiac Viognier,764.49,51.0,595.8,60,168.69000000000005,22.065690852725353,No
Ch Maycott Red,10.49,1.0,6.81,1,3.6800000000000006,35.081029551954245,No
Ch Messile Aubert Montgne St,4266.0599999999995,194.0,621.97,41,3644.0899999999992,85.42050510306933,No
Ch Monbousquet 10 Brdx,1049.86,14.0,359.52,7,690.3399999999999,65.75543405787438,No
Ch Moncontour Vouvray Demi S,474.71,29.0,273.6,24,201.10999999999996,42.36481220113332,No
Ch Monestier La Tour Blanc,179.88,12.0,102.6,12,77.28,42.96197464976651,No
Ch Monet,7931.04,496.0,5764.98,494,2166.0600000000004,27.311172305271448,No
Ch Montaud Cotes de Prov Rse,328398.06,28294.0,192543.0,29622,135855.06,41.369020267659316,No
Ch Montaud Cotes de Provence,34638.869999999995,1513.0,22108.02,1558,12530.849999999995,36.17568933397653,No
Ch Montelena Cab Svgn 2006,2029.8600000000001,14.0,1536.32,16,493.5400000000002,24.31399209797721,No
Ch Montelena Cab Svgn Napa,88927.92,1708.0,37564.39,1483,51363.53,57.75860944459288,No
Ch Montelena Chard Napa,32387.620000000003,738.0,23404.48,872,8983.140000000003,27.736338761539137,No
Ch Montelena Est Cab Svgn Np,909.9300000000001,7.0,253.23,3,656.7,72.1703867330454,No
Ch Montrose 10,18589.39,61.0,9402.27,45,9187.12,52.30049909376217,No
Ch Motte Maucourt Brdx,179.88,12.0,117.6,12,62.28,34.62308205470313,No
Ch Moulin de Pillardot 10,3132.15,285.0,618.8,85,2513.3500000000004,80.24360263716618,No
Ch Moulin de la Rose St-Juln,5983.12,88.0,1516.02,33,4467.1,74.66171495808209,No
Ch Mouton Rothschild 11 Paui,12599.82,18.0,9109.55,19,3490.2700000000004,27.700951283431035,No
Ch Mouton Rothschild 12 Paui,16919.64,36.0,4668.75,15,12250.89,72.4063277942084,No
Ch Muraires Cd Provence Rose,15612.189999999999,781.0,11210.1,869,4402.089999999998,28.196492612503427,No
Ch Musar Hochar Red,329.89,11.0,61.199999999999996,3,268.69,81.44836157507048,Yes
Ch Musar Jeune Rouge,239.88,12.0,163.2,12,76.68,31.96598299149575,No
Ch Mylord Cuvee Milady,15534.53,1247.0,10045.36,1352,5489.17,35.33528211024086,No
Ch Nicot Bordeaux,10374.51,1469.0,9922.5,1470,452.0100000000002,4.356928664582715,No
Ch Olivier 10 Blanc Pessac-L,3722.27,73.0,679.8,20,3042.4700000000003,81.73695083913849,No
Ch Olivier Pessac-Leognan 10,3365.34,66.0,781.77,23,2583.57,76.76995489311629,No
Ch Pagodes de Cos 10 Brdx,99.99,1.0,32.46,1,67.53,67.53675367536755,Yes
Ch Palmer Margaux,2379.9300000000003,7.0,1630.0900000000001,7,749.8400000000001,31.50680902379482,No
Ch Palmer Margaux 09 Medoc,7819.77,23.0,2813.76,12,5006.01,64.01735600919208,No
Ch Pape Clement 12 Pess-Leog,5599.5,50.0,1547.28,21,4052.2200000000003,72.36753281542995,No
Ch Pape Clement Bl Gr Cru 11,2199.8900000000003,11.0,927.0799999999999,7,1272.8100000000004,57.85789289464475,No
Ch Pape Clement Pess leognan,4231.54,46.0,1382.76,23,2848.7799999999997,67.3225350581585,No
Ch Paradis Rose Cotes D Prov,8716.29,671.0,6330.38,721,2385.9100000000008,27.37299929213003,No
Ch Pavie 10 Brdx,3779.9300000000003,7.0,2589.02,7,1190.9100000000003,31.50613900257413,No
Ch Pavie Macquin St Emiln 11,2213.73,27.0,715.39,13,1498.3400000000001,67.68395423109413,No
Ch Pavie St Emilion 11 Gr Cr,2759.88,12.0,1398.6,9,1361.2800000000002,49.323883647115096,No
Ch Perron Brdx Rouge,263.88,12.0,174.72,12,89.16,33.78808549340609,No
Ch Pesquie Cotes du Ventoux,23685.079999999998,1792.0,15557.6,1792,8127.479999999998,42.9368829122936,No
Ch Pesquie Quint Ventoux Red,263.88,12.0,170.28,12,93.6,35.470668485675304,No
Ch Petit Bocq Cru Borgeos 10,319.9,10.0,21.19,1,298.71,93.37605501719287,Yes
Ch Pez 12 St-Estephe,3211.27,73.0,28.38,1,3182.89,99.11623750105099,No
Ch Phelan Segur St Estephe,835.7800000000001,22.0,198.64,8,637.1400000000001,76.23297997080572,No
Ch Phelan Segur St-Estphe 12,5648.87,113.0,460.46000000000004,14,5188.41,91.84863521376842,No
Ch Pichon Baron Pauillac 12,4349.700000000001,30.0,2806.2,30,1543.500000000001,35.485205876267344,No
Ch Pichon Long Comtesse L 12,12609.03,97.0,3448.7700000000004,39,9160.26,72.64841149557103,No
Ch Pichon Longevile 11 Comts,4199.700000000001,30.0,567.54,6,3632.1600000000008,86.48617758411315,No
Ch Pichon Longueville Rsv Co,2099.72,28.0,147.03,3,1952.6899999999998,92.99763778027547,No
Ch Pichon Longville 12 Pauil,14499.0,100.0,5117.04,54,9381.96,64.70763500931098,No
Ch Picon Longueville Comt 10,2309.9300000000003,7.0,1311.24,6,998.6900000000003,43.234643474044674,No
Ch Pitot Brdx,5290.75,525.0,578.76,84,4711.99,89.06090818882011,No
Ch Plaisance Cuvee Alix Roug,4290.11,289.0,2096.91,207,2193.2,51.122232297073964,No
Ch Pontet Canet 12 Pauillac,2947.78,22.0,1469.65,17,1478.13,50.14383705703953,No
Ch Poujeaux 10 Moulis,866.83,17.0,198.66000000000003,6,668.1700000000001,77.08201146706968,No
Ch Rauzan Segla Margaux 09,319.98,2.0,106.66,1,213.32000000000002,66.66666666666667,Yes
Ch Rauzan-Segla 10 Brdx,1469.93,7.0,556.28,4,913.6500000000001,62.15602103501527,No
Ch Rauzan-Segla Gr Cru 08 Ma,5199.349999999999,65.0,3641.22,66,1558.1299999999997,29.96778443459278,No
Ch Rayne Vigneau Sauternes,2319.6,40.0,359.91,9,1959.6899999999998,84.48396275219865,No
Ch Reserve d La Cometesse 11,689.85,15.0,31.5,1,658.35,95.4337899543379,No
Ch Reserve de la Comtesse 12,5779.77,123.0,226.87,7,5552.900000000001,96.07475730003098,No
Ch Rieussec Gr Cru 10 Sauter,3499.7200000000003,28.0,1379.2,16,2120.5200000000004,60.591133004926114,No
Ch Rol Valentin 10,2943.54,46.0,1237.14,29,1706.3999999999999,57.97101449275361,No
Ch Rollan de By Medoc,5197.92,208.0,408.0,24,4789.92,92.15070643642072,No
Ch Roumier-Lacoste Barsac W,74.97,3.0,51.69,3,23.28,31.052420968387356,No
Ch Smith Haut Lafitte 12,9015.02,98.0,3704.4,60,5310.620000000001,58.90857701924123,No
Ch Smith Haut Lafitte 12 Whi,3869.7000000000003,30.0,784.44,9,3085.26,79.72866113652222,No
Ch St Jean Alexander Cab Svg,24789.699999999997,1030.0,11672.7,1066,13116.999999999996,52.91310503959304,No
Ch St Jean Belle Terre Chard,65146.54,4346.0,29696.48,2872,35450.06,54.41587534809983,No
Ch St Jean Cab Svgn Cal,194248.56,19284.0,114187.5,18750,80061.06,41.21578044130674,No
Ch St Jean Chard California,251277.02,26194.0,155219.96,26716,96057.06,38.22755459293492,No
Ch St Jean Chard Sonoma Cst,118760.95,9905.0,88489.25,11075,30271.699999999997,25.4896074846151,No
Ch St Jean Cinq Cep Cab Svgn,1359.83,17.0,220.68,4,1139.1499999999999,83.77150084937087,No
Ch St Jean Merlot Cal,108735.86,10582.0,63057.15,10779,45678.71,42.00887361354387,No
Ch St Jean Pnt Nr,140286.33,13507.0,83378.19,13691,56908.139999999985,40.565705867421286,No
Ch St Jean Pnt Nr Sonoma Cst,12140.269999999999,573.0,5790.01,443,6350.259999999998,52.307403377354866,No
Ch St Jean Soiree Red,9886.62,738.0,4401.22,674,5485.400000000001,55.48306701380249,No
Ch St Jean Svgn Bl Sonoma,18418.59,1641.0,10378.050000000001,1609,8040.539999999999,43.65448169485286,No
Ch St Louis Vieux Galvesse L,5266.9,310.0,3762.9,339,1503.9999999999995,28.555696899504447,No
Ch St Michel Brdx Superur,9696.609999999999,539.0,5552.2,460,4144.409999999999,42.74081354205232,No
Ch St Pierre Rose,13631.49,951.0,8507.82,969,5123.67,37.587013598660164,No
Ch St Sulpice,39737.19,3081.0,20171.14,3047,19566.050000000003,49.23863514254531,No
Ch St Sulpice Brdx Blanc,6746.08,592.0,5303.32,709,1442.7600000000002,21.386642316723197,No
Ch St Sulpice Rose 13,2039.43,157.0,244.76,29,1794.67,87.99860745404354,No
Ch St-Roch Chimeres CdRoussi,735.54,46.0,619.2,60,116.33999999999992,15.816950811648574,No
Ch Ste Michelle Cab Svgn,2132.08,92.0,1712.8799999999999,108,419.20000000000005,19.66155116130727,No
Ch Ste Michelle Cab Svgn Col,344457.47,25737.0,202904.07,26317,141553.39999999997,41.09459434861435,No
Ch Ste Michelle Canoe Rdg Me,10817.029999999999,597.0,8289.539999999999,714,2527.49,23.365840715982113,No
Ch Ste Michelle Canoe Rdge C,16602.11,989.0,10753.68,1036,5848.43,35.22702837169492,No
Ch Ste Michelle Chard Colmbi,431702.35,48587.0,296537.71,48853,135164.63999999996,31.30968362808309,No
Ch Ste Michelle Chard Mimi,649.35,65.0,405.0,60,244.35000000000002,37.62993762993763,No
Ch Ste Michelle Col Solare R,3609.3,70.0,2793.6,80,815.7000000000003,22.59995012883385,No
Ch Ste Michelle Cold Ck Cab,3320.73,127.0,2140.0,125,1180.73,35.55633851592873,No
Ch Ste Michelle Cold Crk Cha,1766.1,90.0,575.52,48,1190.58,67.41294377441821,No
Ch Ste Michelle Cold Crk Mer,2730.92,108.0,1693.44,108,1037.48,37.990127868996524,No
Ch Ste Michelle Cold Crk Rsl,851.4,60.0,648.0,60,203.39999999999998,23.890063424947144,No
Ch Ste Michelle Eroica Rsl W,28382.239999999998,1576.0,20675.48,1801,7706.759999999998,27.15345934640817,No
Ch Ste Michelle Gewurz Colum,46415.01,5549.0,30177.99,5517,16237.02,34.982261126303754,No
Ch Ste Michelle Harvest Rsl,106909.75,11461.0,68980.84,11516,37928.91,35.47750322117487,No
Ch Ste Michelle Hrse Hvn Svg,38426.67,3133.0,22858.16,3224,15568.509999999998,40.5148559581145,No
Ch Ste Michelle Indn W Chard,46484.54,3046.0,28173.6,3120,18310.940000000002,39.391462193666975,No
Ch Ste Michelle Indn Wl Merl,22766.14,1386.0,15387.470000000001,1519,7378.669999999998,32.410720482260054,No
Ch Ste Michelle Indn Wls Cab,113285.56,7120.0,76683.6,7518,36601.95999999999,32.30946644921029,No
Ch Ste Michelle Indn Wls Red,21352.97,1303.0,13034.0,1330,8318.970000000001,38.95931104666002,No
Ch Ste Michelle Merlot Colum,110289.15,8241.0,63736.74,8109,46552.409999999996,42.20941951225483,No
Ch Ste Michelle Pnt Gris Was,53878.520000000004,5548.0,32569.68,5577,21308.840000000004,39.549787187918305,No
Ch Ste Michelle Rsl,259038.34,28366.0,155638.71,28983,103399.63,39.91672815692071,No
Ch Ste Michelle Rsl Dry Colu,69809.95,7205.0,44169.75,7325,25640.199999999997,36.72857522459191,No
Ch Ste Michelle Svgn Bl,167048.27,18761.0,100639.58,19133,66408.68999999999,39.75419200689716,No
Ch Suau Cadillac Wh Brdx,71.94,6.0,47.64,6,24.299999999999997,33.778148457047536,No
Ch Suduiraut Sauternes 10,1637.87,13.0,347.56,4,1290.31,78.77975663514198,No
Ch Talbot St Julien 11 GC,439.92,8.0,141.92,4,298.0,67.73958901618475,Yes
Ch Talbot St-Julien 12 GCC,5855.04,96.0,792.0,20,5063.04,86.47319232661091,No
Ch Tanunda Gr Barossa Cab Sv,4326.35,265.0,3688.36,346,637.9900000000002,14.746610884463813,No
Ch Tanunda Gr Barossa Rsl,2089.13,187.0,729.27,111,1359.8600000000001,65.09216755300054,No
Ch Tanunda Gr Barossa Shiraz,11021.59,641.0,7369.8,710,3651.79,33.13305974909247,No
Ch Tertre de Viaud C d Bourg,2841.63,237.0,595.6800000000001,73,2245.95,79.03738347356973,No
Ch Thivin Cote de Brouilly,528.77,23.0,77.64999999999999,5,451.12,85.31497626567317,Yes
Ch Troplong Mondot 10 Brdx,719.97,3.0,479.97,3,240.0,33.334722280095,No
Ch Valcombe Rose Ventoux,223.86,14.0,126.24,12,97.62000000000002,43.607611900294835,No
Ch Valfontaine 10,2937.06,294.0,674.96,104,2262.1,77.01919606681511,No
Ch Vignot 05 St Emilion Red,824.89,11.0,99.3,2,725.59,87.96203130114318,No
Ch Vignot 09 St Emilion Gr C,2291.63,37.0,1460.3899999999999,37,831.2400000000002,36.27287127503132,No
Ch Vincens 15 L'Instant M Rs,3728.13,287.0,3368.96,376,359.1700000000001,9.634052460616987,No
Ch Vrai Caillou Wh Brdx,8367.65,835.0,5380.21,829,2987.4399999999996,35.702258101139506,No
Ch d'Yquem Sauternes,2573.91,9.0,1107.06,6,1466.85,56.98917211557514,No
Ch de Beaucastel Pape Blanc,999.92,8.0,171.22,2,828.6999999999999,82.87663013041043,No
Ch de Beaucastel Pape Rouge,823.96,4.0,411.99,3,411.97,49.99878634885189,No
Ch de Berne Rose,449.7,30.0,144.76,14,304.94,67.80965087836336,Yes
Ch de Bonhoste Red Brdx 09,101.94,6.0,21.46,2,80.47999999999999,78.94840102020795,Yes
Ch de Carles Brdx,48192.9,3710.0,31497.899999999998,3710,16695.000000000004,34.64203233256352,No
Ch de Chantegrive Graves Rou,2174.25,75.0,38.4,2,2135.85,98.23387374956882,No
Ch de Jarnioux Bjls,3886.05,655.0,165.48000000000002,42,3720.57,95.74169143474737,No
Ch de Mattes Corbieres 13,1483.65,135.0,1199.52,168,284.1300000000001,19.150743099787693,No
Ch de Montfort Vouvray,30814.33,1967.0,22055.54,2069,8758.79,28.424405138777963,No
Ch de Pez 10 St Estephe Brdx,558.87,13.0,307.12,11,251.75,45.046254048347556,No
Ch de Pierreux Brouilly Rsv,1681.34,66.0,210.72,12,1470.62,87.4671393055539,No
Ch de Reynaud Cotes du Bourg,4367.7,230.0,3760.75,307,606.9499999999998,13.896329876136178,No
Ch de Ribebon Brdx,44610.24,2976.0,36376.83,3591,8233.409999999996,18.456323032559332,No
Ch de Sancerre Sancerre,27899.89,911.0,17827.84,1024,10072.05,36.10067996683858,No
Ch de la Chaize Brouilly,42582.64,3836.0,39884.48,3616,2698.159999999996,6.336291033153407,No
Ch de la Ragotiere Muscadet,8782.35,765.0,6465.74,853,2316.6100000000006,26.378019550575875,No
Ch des Labourons Fleurie Rou,1064.29,71.0,823.1999999999999,84,241.09000000000003,22.652660459085403,No
Ch du Courlat 10,5747.7,230.0,844.27,49,4903.43,85.31116794543905,No
Ch du Levant Sauternes,2958.15,185.0,1967.24,187,990.9100000000001,33.497625204942274,No
Ch du Parc Brdx Rouge,1207.99,101.0,611.28,72,596.71,49.39693209380873,No
Ch la Cour d'Argent Bordeaux,1119.84,16.0,623.22,26,496.6199999999999,44.34740677239605,No
Ch la Pointe Pomerol,2559.2,80.0,433.44,21,2125.7599999999998,83.06345733041574,No
Ch le Borderon Haut-Medoc,10387.529999999999,547.0,9261.7,707,1125.829999999998,10.838283980888606,No
Chalk Hill Chard,45165.77,2323.0,29203.319999999996,2452,15962.45,35.34191933404435,No
Chalk Hill Chard RRV,17940.58,442.0,12576.48,456,5364.100000000002,29.899256322816775,No
Chalk Hill Estate Red,8408.36,164.0,5259.87,161,3148.4900000000007,37.44475736053167,No
